Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
12/20/2020,02/01/2020,12/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,4933,7627,
12/20/2020,02/01/2020,12/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,12508,19372,
12/20/2020,02/01/2020,12/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,22976,35239,
12/20/2020,02/01/2020,12/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,27678,41569,
12/20/2020,02/01/2020,12/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,29596,44025,
12/20/2020,02/01/2020,12/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,4,8,
12/20/2020,02/01/2020,12/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,100565,152400,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,0-24,563,563,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,25-34,2012,2012,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,35-44,5205,5205,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,45-54,13879,13879,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,55-64,34303,34303,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,65-74,60954,60954,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,75-84,77746,77746,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,85+,90410,90410,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,Not stated,6,6,
12/20/2020,02/01/2020,12/19/2020,US,COVID-19,COVID-19,U071,All Ages,285078,285078,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,17,18,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,32,32,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,79,80,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,187,194,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,395,397,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,446,450,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,364,366,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1521,1538,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,13,13,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,43,43,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,94,94,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,106,111,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,68,69,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,330,336,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,10,10,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,33,33,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,62,62,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,113,113,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,87,87,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,22,22,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,335,335,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,25-34,12,12,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,35-44,38,40,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,45-54,128,133,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,55-64,260,262,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,65-74,506,516,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,75-84,560,567,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,85+,377,386,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory failure,J96,All Ages,1886,1921,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,35-44,10,10,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,45-54,22,22,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,55-64,67,67,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,65-74,101,101,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,75-84,90,90,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,85+,75,75,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,All Ages,369,369,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,12,12,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,26,26,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,44,47,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,38,40,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,36,36,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,162,169,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,27,27,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,75,75,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,127,129,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,132,134,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,85+,152,156,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,519,527,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,40,47,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,118,128,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,125,132,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,85+,128,135,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,423,455,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,35-44,21,21,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,45-54,41,41,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,55-64,124,124,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,65-74,178,178,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,75-84,168,168,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,85+,116,116,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrest,I46,All Ages,655,655,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,36,37,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,68,73,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,98,101,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,93,96,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,308,320,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,45-54,10,10,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,55-64,25,25,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,65-74,65,65,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,75-84,89,89,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,85+,113,113,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Heart failure,I50,All Ages,308,308,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,10,11,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,22,23,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,56,57,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,56,56,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,62,62,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,208,211,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,13,13,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,17,18,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,45,47,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,55,65,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,78,85,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,62,68,
12/20/2020,02/01/2020,12/19/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
